temperatura,humidade,minutos,nivel
30,48,1328,0
28,51,1330,0
30,49,1324,0
28,52,1327,0
29,48,1322,0
32,55,1326,0
28,55,1330,0
30,53,1323,0
30,52,1324,0
29,54,1322,0
29,50,1328,0
31,53,1328,0
30,51,1328,0
30,48,1330,0
29,49,1330,0
28,49,1329,0
31,49,1327,0
30,53,1327,0
31,49,1321,0
32,52,1326,0
29,51,1328,0
30,49,1327,0
29,50,1329,0
30,52,1324,0
28,55,1327,0
32,52,1324,0
30,54,1329,0
28,54,1321,0
28,50,1330,0
29,52,1320,0
32,55,1326,0
32,49,1324,0
31,49,1324,0
30,55,1327,0
28,54,1325,0
30,53,1321,0
30,55,1328,0
28,52,1327,0
29,51,1329,0
31,50,1322,0
29,55,1325,0
32,51,1325,0
31,51,1321,0
32,55,1320,0
28,53,1325,0
29,49,1320,0
32,53,1325,0
29,55,1320,0
32,51,1328,0
30,49,1328,0
32,52,1322,0
31,48,1326,0
32,54,1321,0
28,50,1321,0
29,52,1322,0
29,55,1322,0
29,51,1326,0
32,50,1329,0
31,48,1322,0
30,48,1326,0
28,48,1326,0
31,52,1328,0
31,55,1325,0
30,51,1322,0
28,55,1326,0
28,51,1328,0
29,55,1326,0
30,50,1330,0
31,50,1327,0
30,52,1321,0
32,53,1320,0
28,48,1325,0
31,50,1324,0
28,48,1325,0
32,52,1323,0
32,54,1321,0
32,52,1325,0
28,51,1320,0
30,53,1323,0
31,51,1326,0
30,49,1320,0
29,52,1326,0
31,50,1328,0
29,53,1325,0
28,54,1322,0
31,53,1330,0
29,49,1325,0
30,49,1329,0
32,53,1329,0
32,49,1328,0
30,54,1327,0
32,51,1325,0
29,52,1320,0
28,49,1325,0
31,53,1323,0
31,55,1329,0
28,48,1322,0
30,50,1329,0
31,48,1326,0
29,50,1320,0
30,50,1326,0
28,55,1321,0
29,54,1328,0
30,55,1328,0
31,52,1320,0
31,54,1329,0
31,51,1325,0
32,50,1326,0
31,51,1325,0
31,49,1329,0
29,52,1330,0
32,50,1322,0
32,51,1322,0
29,48,1330,0
30,50,1326,0
28,51,1324,0
32,52,1323,0
30,48,1322,0
29,50,1330,0
30,50,1327,0
28,53,1330,0
31,52,1321,0
29,53,1322,0
32,55,1328,0
31,49,1320,0
32,48,1323,0
28,50,1322,0
29,52,1322,0
30,49,1320,0
29,48,1327,0
28,53,1320,0
31,51,1322,0
31,49,1323,0
28,48,1330,0
29,55,1329,0
30,48,1330,0
30,55,1321,0
30,49,1322,0
28,54,1328,0
28,49,1329,0
30,49,1330,0
30,49,1320,0
28,50,1327,0
29,55,1323,0
32,51,1325,0
32,54,1325,0
30,51,1326,0
31,54,1323,0
32,50,1325,0
29,53,1329,0
29,53,1321,0
29,51,1328,0
29,48,1327,0
32,50,1327,0
32,54,1320,0
29,52,1322,0
31,49,1326,0
32,48,1330,0
31,52,1323,0
31,54,1324,0
32,51,1323,0
28,48,1328,0
29,48,1323,0
28,51,1328,0
32,49,1321,0
28,51,1323,0
28,54,1322,0
32,51,1320,0
30,51,1330,0
32,53,1328,0
32,54,1322,0
32,50,1324,0
31,51,1327,0
28,48,1322,0
28,51,1326,0
32,50,1324,0
29,48,1326,0
32,50,1330,0
28,52,1320,0
32,53,1327,0
28,49,1321,0
28,50,1329,0
29,55,1326,0
31,48,1321,0
32,54,1323,0
30,54,1329,0
30,48,1320,0
29,53,1325,0
32,53,1320,0
32,55,1324,0
32,49,1328,0
29,48,1327,0
29,54,1321,0
32,51,1326,0
31,51,1327,0
31,52,1320,0
29,53,1327,0
30,50,1322,0
29,54,1328,0
28,48,1328,0
28,54,1328,0
29,53,1329,0
30,51,1323,0
31,53,1328,0
32,49,1328,0
32,55,1330,0
31,50,1328,0
29,50,1322,0
31,50,1324,0
32,54,1323,0
31,48,1326,0
29,52,1322,0
30,49,1320,0
28,49,1330,0
31,49,1327,0
31,52,1321,0
28,51,1322,0
32,52,1326,0
28,54,1324,0
29,49,1328,0
30,50,1329,0
31,50,1330,0
28,54,1320,0
30,53,1320,0
30,48,1329,0
29,50,1322,0
31,50,1328,0
30,52,1328,0
31,54,1326,0
30,49,1321,0
28,51,1328,0
29,55,1322,0
31,49,1320,0
30,48,1320,0
31,49,1322,0
31,50,1320,0
29,55,1320,0
28,53,1328,0
31,53,1326,0
29,48,1322,0
31,51,1327,0
29,48,1322,0
32,55,1323,0
32,48,1321,0
29,55,1324,0
28,51,1330,0
32,55,1321,0
31,48,1329,0
30,49,1326,0
30,53,1330,0
28,50,1322,0
32,50,1324,0
32,54,1321,0
28,54,1323,0
30,49,1321,0
28,50,1327,0
31,48,1323,0
29,49,1320,0
29,51,1321,0
32,50,1328,0
31,50,1328,0
30,53,1323,0
32,53,1324,0
29,54,1320,0
31,52,1322,0
30,55,1323,0
31,51,1321,0
31,50,1322,0
28,50,1326,0
28,50,1324,0
28,52,1327,0
32,51,1320,0
31,52,1327,0
32,53,1325,0
29,54,1322,0
31,49,1327,0
30,52,1325,0
31,51,1325,0
30,52,1328,0
30,55,1327,0
29,52,1328,0
31,53,1322,0
31,51,1327,0
28,52,1322,0
29,48,1328,0
28,50,1327,0
28,48,1323,0
30,54,1326,0
30,52,1320,0
28,49,1328,0
32,54,1321,0
28,51,1323,0
28,51,1322,0
30,53,1328,0
31,54,1326,0
31,51,1327,0
29,55,1330,0
28,53,1322,0
30,55,1324,0
29,51,1322,0
32,50,1325,0
31,52,1324,0
28,54,1328,0
30,50,1322,0
29,54,1326,0
30,51,1325,0
30,53,1330,0
31,49,1328,0
31,52,1324,0
28,51,1329,0
31,50,1321,0
31,48,1320,0
29,53,1328,0
31,55,1326,0
28,54,1323,0
30,49,1322,0
29,48,1329,0
31,51,1324,0
32,50,1322,0
29,49,1320,0
30,51,1325,0
31,55,1321,0
29,50,1325,0
28,49,1327,0
31,50,1329,0
28,53,1326,0
30,52,1326,0
29,54,1320,0
32,50,1322,0
29,50,1327,0
29,48,1330,0
29,48,1325,0
32,52,1321,0
28,51,1323,0
30,49,1325,0
30,50,1323,0
32,50,1321,0
30,54,1326,0
32,55,1320,0
28,49,1324,0
28,53,1327,0
32,53,1322,0
32,54,1324,0
28,54,1324,0
31,50,1320,0
29,52,1329,0
30,51,1324,0
31,55,1329,0
31,52,1330,0
30,49,1327,0
32,53,1328,0
29,48,1326,0
31,51,1322,0
31,51,1327,0
32,54,1330,0
31,51,1325,0
30,51,1321,0
31,53,1329,0
29,54,1326,0
31,55,1321,0
29,53,1327,0
31,48,1325,0
30,52,1326,0
31,51,1322,0
32,48,1326,0
30,51,1320,0
31,52,1330,0
29,49,1329,0
30,53,1326,0
31,54,1326,0
32,48,1320,0
28,55,1323,0
30,52,1321,0
31,51,1328,0
31,52,1330,0
30,51,1323,0
30,53,1324,0
28,55,1330,0
30,51,1326,0
29,54,1321,0
28,48,1325,0
30,50,1327,0
29,50,1322,0
32,48,1329,0
32,49,1324,0
29,53,1328,0
28,49,1330,0
31,52,1323,0
32,51,1328,0
28,51,1324,0
28,52,1329,0
32,53,1326,0
32,54,1320,0
30,48,1323,0
29,49,1326,0
30,55,1328,0
32,53,1322,0
28,52,1322,0
28,50,1325,0
30,52,1324,0
30,48,1329,0
32,54,1320,0
28,52,1329,0
28,49,1325,0
29,54,1322,0
31,51,1327,0
31,50,1326,0
29,52,1326,0
31,50,1324,0
29,52,1328,0
28,53,1329,0
31,50,1329,0
30,55,1322,0
30,49,1322,0
29,52,1323,0
30,54,1323,0
31,54,1327,0
32,53,1321,0
28,53,1328,0
32,55,1324,0
28,49,1321,0
28,48,1323,0
28,52,1322,0
30,54,1325,0
31,48,1320,0
29,55,1323,0
32,55,1320,0
32,51,1326,0
29,49,1320,0
31,55,1323,0
29,49,1330,0
32,49,1326,0
31,52,1322,0
32,48,1327,0
31,55,1329,0
29,49,1330,0
29,51,1325,0
29,48,1324,0
28,51,1320,0
29,52,1320,0
28,53,1322,0
31,53,1322,0
30,52,1327,0
30,51,1326,0
32,50,1326,0
32,54,1330,0
28,52,1320,0
28,54,1322,0
30,49,1322,0
31,53,1325,0
32,49,1327,0
32,55,1320,0
32,55,1324,0
28,48,1324,0
28,49,1321,0
28,54,1320,0
28,53,1321,0
29,52,1323,0
28,51,1324,0
31,50,1330,0
30,54,1324,0
32,54,1325,0
29,51,1326,0
30,49,1320,0
29,54,1325,0
32,50,1324,0
31,55,1327,0
32,55,1328,0
32,53,1324,0
28,54,1326,0
31,53,1330,0
30,49,1328,0
28,53,1330,0
28,49,1320,0
29,48,1330,0
30,54,1327,0
30,51,1327,0
28,49,1321,0
28,54,1323,0
29,49,1324,0
28,50,1321,0
32,53,1326,0
32,50,1330,0
31,54,1320,0
31,52,1328,0
29,53,1330,0
29,53,1325,0
29,55,1329,0
30,54,1327,0
29,53,1325,0
28,52,1326,0
32,52,1323,0
29,51,1327,0
30,48,1330,0
32,49,1324,0
29,50,1322,0
32,54,1330,0
30,51,1326,0
31,55,1320,0
28,53,1321,0
29,52,1322,0
32,50,1328,0
30,53,1328,0
31,52,1324,0
30,54,1325,0
28,49,1326,0
30,53,1323,0
31,54,1329,0
28,52,1321,0
32,51,1324,0
28,55,1321,0
32,50,1327,0
32,54,1328,0
30,52,1323,0
28,54,1326,0
29,50,1322,0
29,52,1329,0
31,52,1322,0
32,54,1323,0
29,48,1320,0
31,48,1330,0
32,48,1321,0
31,48,1321,0
30,49,1324,0
28,55,1329,0
31,50,1323,0
32,48,1323,0
30,48,1326,0
32,48,1326,0
32,54,1321,0
28,48,1330,0
30,52,1330,0
30,51,1330,0
28,53,1322,0
30,53,1326,0
28,54,1325,0
28,55,1324,0
32,54,1320,0
31,49,1323,0
29,48,1329,0
28,52,1322,0
28,54,1320,0
28,50,1323,0
30,48,1328,0
31,49,1320,0
29,53,1324,0
30,52,1326,0
30,50,1330,0
30,55,1326,0
30,50,1322,0
31,49,1323,0
30,51,1325,0
28,50,1330,0
30,49,1323,0
30,51,1329,0
31,55,1321,0
28,51,1326,0
30,55,1327,0
32,49,1330,0
32,49,1322,0
28,52,1323,0
28,48,1328,0
30,49,1320,0
29,51,1324,0
29,50,1323,0
31,52,1324,0
30,49,1327,0
31,51,1322,0
31,50,1322,0
31,54,1325,0
30,49,1325,0
28,50,1326,0
29,48,1326,0
28,48,1329,0
29,53,1323,0
29,53,1328,0
32,53,1328,0
29,48,1327,0
29,49,1326,0
32,54,1329,0
29,55,1328,0
31,50,1326,0
32,52,1326,0
29,55,1320,0
32,49,1329,0
29,52,1323,0
30,51,1322,0
31,52,1330,0
32,55,1326,0
29,54,1324,0
28,51,1326,0
29,52,1322,0
28,55,1320,0
32,49,1323,0
32,52,1323,0
30,51,1325,0
28,53,1325,0
30,52,1328,0
28,55,1325,0
28,49,1329,0
31,48,1327,0
30,49,1326,0
28,54,1321,0
31,48,1327,0
28,55,1326,0
29,53,1328,0
32,53,1328,0
31,49,1327,0
32,50,1323,0
31,52,1330,0
30,51,1320,0
29,49,1322,0
29,54,1330,0
30,48,1326,0
32,51,1321,0
28,48,1323,0
29,52,1324,0
31,50,1322,0
28,48,1320,0
28,55,1330,0
31,53,1327,0
29,53,1321,0
31,51,1330,0
31,49,1325,0
30,53,1325,0
31,51,1322,0
30,55,1328,0
31,50,1320,0
28,54,1323,0
29,50,1330,0
32,52,1328,0
29,50,1321,0
30,49,1326,0
30,50,1324,0
32,50,1323,0
28,54,1324,0
32,51,1323,0
32,48,1321,0
29,53,1322,0
32,55,1322,0
30,54,1328,0
30,51,1328,0
29,53,1324,0
32,51,1328,0
29,49,1321,0
31,48,1323,0
30,54,1320,0
28,51,1327,0
29,55,1327,0
32,51,1323,0
31,49,1325,0
29,52,1323,0
32,48,1330,0
32,51,1321,0
28,52,1321,0
30,51,1326,0
31,49,1329,0
28,53,1323,0
30,53,1329,0
31,54,1320,0
28,51,1330,0
32,48,1326,0
29,52,1320,0
28,55,1330,0
32,52,1328,0
30,49,1322,0
31,53,1322,0
32,50,1322,0
32,55,1323,0
31,55,1322,0
31,48,1329,0
32,55,1322,0
29,50,1322,0
